id,external_id,name,nombre_oficial,parent_iso,parent_state,compound_key,poblacion_wiki_2021,area_wiki_km2,densidad_wiki,poblacion_ine_2010,poblacion_ine_2020,poblacion_ine_2026,poblacion_ine_2050,poblacion_est_2026,area_est_km2,idh_est,pib_total_est_mm_usd,pib_pc_est_usd
92452058B49980742384962,ve_monagas_cedeno,Cedeño,Municipio Cedeño,VE-N,Monagas,monagas__cedeno,42397,1977,21.44,34586,40035,42632,50961,,,,,
92452058B45585815377737,ve_bolivar_cedeno,Cedeño,Municipio Cedeño,VE-F,Bolívar,bolivar__cedeno,82179,46020,1.78,92437,107772,116192,131800,61893,23142.33,0.692,244.66,3953
92452058B88295948802008,ve_monagas_ezequiel_zamora,Ezequiel Zamora,Municipio Ezequiel Zamora,VE-N,Monagas,monagas__ezequiel zamora,82480,162,509.13,63325,73082,77681,92168,,,,,
92452058B98091189447786,ve_barinas_ezequiel_zamora,Ezequiel Zamora,Municipio Ezequiel Zamora,VE-E,Barinas,barinas__ezequiel zamora,64426,4042,15.93,51079,60836,66182,79776,,,,,
92452058B50868019184012,ve_cojedes_falcon,Falcón,Municipio Falcón,VE-H,Cojedes,cojedes__falcon,124919,714,174.95,95053,115937,128721,185271,,,,,
92452058B34280729247629,ve_falcon_falcon,Falcón,Municipio Falcón,VE-I,Falcón,falcon__falcon,55014,1577,34.88,50920,58034,61773,68185,444462,1240,0.683,1652.95,3719
92452058B17363739467274,ve_guarico_francisco_de_miranda,Francisco de Miranda,Municipio Francisco de Miranda,VE-J,Guárico,guarico__francisco de miranda,165539,13490,12.27,148642,181492,200622,244895,,,,,
92452058B99053619460093,ve_tachira_francisco_de_miranda,Francisco de Miranda,Municipio Francisco de Miranda,VE-S,Táchira,tachira__francisco de miranda,5169,262,19.72,4031,4365,4553,5421,,,,,
92452058B9282611745030,ve_anzoategui_francisco_de_miranda,Francisco de Miranda,Municipio Francisco de Miranda,VE-B,Anzoátegui,anzoategui__francisco de miranda,50181,5334,9.4,43353,47053,48757,48501,21700,1267.53,0.634,58.16,2680
92452058B30205634756293,ve_cojedes_girardot,Girardot,Municipio Girardot,VE-H,Cojedes,cojedes__girardot,16806,3468,4.84,11713,13166,13929,16624,,,,,
92452058B62779861524453,ve_aragua_girardot,Girardot,Municipio Girardot,VE-D,Aragua,aragua__girardot,469371,302,1554.2,431547,475175,495544,550785,1038415,350.7,0.724,5079.93,4892
92452058B82042298353727,ve_miranda_independencia,Independencia,Municipio Independencia,VE-M,Miranda,miranda__independencia,173685,284,611.56,145361,165268,174662,191132,112276,248.84,0.741,612.24,5453
92452058B61290497369270,ve_anzoategui_independencia,Independencia,Municipio Independencia,VE-B,Anzoátegui,anzoategui__independencia,41745,5929,7.04,31904,38991,43381,57306,30749,1302.91,0.64,85.7,2787
92452058B61414933124472,ve_tachira_independencia,Independencia,Municipio Independencia,VE-S,Táchira,tachira__independencia,,,,36521,40169,42289,52205,,,,,
92452058B35610022203869,ve_yaracuy_independencia,Independencia,Municipio Independencia,VE-U,Yaracuy,yaracuy__independencia,72788,98,742.73,63774,75851,82676,99434,,,,,
92452058B50204709100098,ve_anzoategui_libertad,Libertad,Municipio Libertad,VE-B,Anzoátegui,anzoategui__libertad,20278,2043,9.92,16191,18036,18983,20101,26334,1411.47,0.683,97.99,3721
92452058B23217711082732,ve_tachira_libertad,Libertad,Municipio Libertad,VE-S,Táchira,tachira__libertad,,,,27405,29545,30736,36192,,,,,
92452058B71261275194510,ve_carabobo_libertador,Libertador,Municipio Libertador,VE-G,Carabobo,carabobo__libertador,207247,558,371.41,172121,191817,200816,224542,108765,265.41,0.729,548.18,5040
92452058B74442038912920,ve_sucre_libertador,Libertador,Municipio Libertador,VE-R,Sucre,sucre__libertador,12713,237,53.64,9932,11534,12456,15321,,,,,
92452058B90473537969965,ve_aragua_libertador,Libertador,Municipio Libertador,VE-D,Aragua,aragua__libertador,158616,52,3050.3,117677,130517,136705,154607,34362,285.91,0.625,86.97,2531
92452058B63201291940851,ve_merida_libertador,Libertador,Municipio Libertador,VE-L,Mérida,merida__libertador,261076,803,325.15,252042,299191,324896,373220,474274,565,0.698,1940.73,4092
92452058B13345815126611,ve_distrito_capital_libertador,Libertador,Municipio Bolivariano Libertador,VE-A,Distrito Capital,distrito capital__libertador,2277972,433,5260.9,2070927,2090479,2099223,2066367,2200000,433,0.788,16493.4,7497
92452058B22657240029689,ve_tachira_libertador,Libertador,Municipio Libertador,VE-S,Táchira,tachira__libertador,27016,1139,23.71,21847,23709,24762,29622,,,,,
92452058B64772493971985,ve_monagas_libertador,Libertador,Municipio Libertador,VE-N,Monagas,monagas__libertador,54373,3447,15.77,43692,49934,52767,61157,,,,,
92452058B95168979191,ve_nueva_esparta_marino,Mariño,Municipio Mariño,VE-O,Nueva Esparta,nueva esparta__marino,118649,39,3042.28,,,,,,,,,
92452058B36519834610261,ve_sucre_marino,Mariño,Municipio Mariño,VE-R,Sucre,sucre__marino,28217,469,60.16,24978,28993,31300,38453,,,,,
92452058B11824178609180,ve_carabobo_miranda,Miranda,Municipio Miranda,VE-G,Carabobo,carabobo__miranda,34809,161,216.2,28388,32907,35276,43360,94135,202.45,0.775,647.18,6875
92452058B99639061411506,ve_merida_miranda,Miranda,Municipio Miranda,VE-L,Mérida,merida__miranda,27977,408,68.57,22654,27261,29845,35420,13999,268.65,0.666,46.39,3314
92452058B1546334358138,ve_trujillo_miranda,Miranda,Municipio Miranda,VE-T,Trujillo,trujillo__miranda,26177,374,69.99,23299,27714,30124,35349,,,,,
92452058B40555810306039,ve_falcon_miranda,Miranda,Municipio Miranda,VE-I,Falcón,falcon__miranda,268862,1805,148.95,218965,254106,273312,313525,,,,,
92452058B50002149731912,ve_portuguesa_paez,Páez,Municipio Páez,VE-P,Portuguesa,portuguesa__paez,219524,425,516.52,182507,215938,234917,283969,,,,,
92452058B91932726489103,ve_zulia_paez,Páez,Municipio Páez,VE-V,Zulia,zulia__paez,,,,,,,,,,,,
92452058B72828901186947,ve_miranda_paez,Páez,Municipio Páez,VE-M,Miranda,miranda__paez,46005,963,47.77,39303,43671,45522,47154,67673,163.55,0.731,345.06,5099
92452058B68065976769542,ve_barinas_paez,Páez,Municipio Páez,VE-E,Barinas,barinas__paez,,,,,,,,,,,,
92452058B74978111878407,ve_monagas_piar,Piar,Municipio Piar,VE-N,Monagas,monagas__piar,58886,1074,54.82,45140,51147,53769,61030,,,,,
92452058B47549156675396,ve_bolivar_piar,Piar,Municipio Piar,VE-F,Bolívar,bolivar__piar,123242,15900,7.75,112638,132081,142894,164348,85290,12389.92,0.71,378.26,4435
92452058B36429563491132,ve_falcon_piritu,Píritu,Municipio Píritu,VE-I,Falcón,falcon__piritu,13152,1168,11.26,10638,12396,13370,15563,,,,,
92452058B35367180068237,ve_anzoategui_piritu,Píritu,Municipio Píritu,VE-B,Anzoátegui,anzoategui__piritu,30146,225,133.98,25013,29143,31510,37152,33956,819.67,0.657,105.98,3121
92452058B21426676418020,ve_cojedes_romulo_gallegos,Rómulo Gallegos,Municipio Rómulo Gallegos,VE-H,Cojedes,cojedes__romulo gallegos,26270,725,36.23,18009,20172,21295,25197,,,,,
92452058B89555253536357,ve_apure_romulo_gallegos,Rómulo Gallegos,Municipio Rómulo Gallegos,VE-C,Apure,apure__romulo gallegos,31763,12219,2.59,27632,34345,38298,49818,36293,5599.74,0.556,57.74,1591
92452058B3899539267655,ve_falcon_san_francisco,San Francisco,Municipio San Francisco,VE-I,Falcón,falcon__san francisco,13587,346,39.26,11060,13012,14117,16817,,,,,
92452058B36126847225490,ve_zulia_san_francisco,San Francisco,Municipio San Francisco,VE-V,Zulia,zulia__san francisco,541009,185,2924.37,446474,526504,570940,713815,33621,1271.57,0.772,226.17,6727
92452058B7204279738521,ve_miranda_simon_bolivar,Simón Bolívar,Municipio Simón Bolívar,VE-M,Miranda,miranda__simon bolivar,60664,131,463.08,45279,50165,52203,53701,51833,190.42,0.779,365.16,7045
92452058B72837046286909,ve_zulia_simon_bolivar,Simón Bolívar,Municipio Simón Bolívar,VE-V,Zulia,zulia__simon bolivar,60070,219,274.29,42906,50229,54232,66636,33908,942.99,0.736,179,5279
92452058B340100748175,ve_anzoategui_simon_bolivar,Simón Bolívar,Municipio Simón Bolívar,VE-B,Anzoátegui,anzoategui__simon bolivar,516904,1706,302.99,444928,506016,539200,599328,1023918,2165,0.725,5035.63,4918
92452058B83373837217774,ve_tachira_simon_rodriguez,Simón Rodríguez,Municipio Simón Rodríguez,VE-S,Táchira,tachira__simon rodriguez,2950,69,42.75,2503,2671,2761,3174,,,,,
92452058B74376664002472,ve_anzoategui_simon_rodriguez,Simón Rodríguez,Municipio Simón Rodríguez,VE-B,Anzoátegui,anzoategui__simon rodriguez,216175,703,307.5,194077,222450,238158,269842,17379,749.81,0.686,65.92,3793
92452058B18295884568936,ve_falcon_sucre,Sucre,Municipio Sucre,VE-I,Falcón,falcon__sucre,7799,840,9.28,5857,6729,7196,8096,,,,,
92452058B59537518099621,ve_tachira_sucre,Sucre,Municipio Sucre,VE-S,Táchira,tachira__sucre,9680,407,23.78,7425,7954,8243,9564,,,,,
92452058B63445948802308,ve_bolivar_sucre,Sucre,Municipio Sucre,VE-F,Bolívar,bolivar__sucre,26677,46166,0.57,22127,25725,27687,31193,554082,85493.62,0.629,1437.84,2595
92452058B73017007286704,ve_yaracuy_sucre,Sucre,Municipio Sucre,VE-U,Yaracuy,yaracuy__sucre,23238,133,174.72,20198,24570,27144,34456,,,,,
92452058B78508752034039,ve_aragua_sucre,Sucre,Municipio Sucre,VE-D,Aragua,aragua__sucre,138437,76,1821.53,125136,137494,143207,158371,15464,201.48,0.703,65.43,4231
92452058B15586506098632,ve_merida_sucre,Sucre,Municipio Sucre,VE-L,Mérida,merida__sucre,69240,946,73.19,58660,71271,78479,95293,5232,250.11,0.722,25.17,4811
92452058B14540922264670,ve_portuguesa_sucre,Sucre,Municipio Sucre,VE-P,Portuguesa,portuguesa__sucre,47196,400,117.99,41912,48922,52914,63742,,,,,
92452058B12777305429441,ve_miranda_sucre,Sucre,Municipio Sucre,VE-M,Miranda,miranda__sucre,682718,164,4162.91,642959,718203,751029,787784,50001,144.91,0.759,307.51,6150
92452058B70878488170331,ve_trujillo_sucre,Sucre,Municipio Sucre,VE-T,Trujillo,trujillo__sucre,38595,214,180.35,31775,38427,42193,51638,,,,,
92452058B50415523485502,ve_sucre_sucre,Sucre,Municipio Sucre,VE-R,Sucre,sucre__sucre,451794,1570,287.76,383228,451448,491476,622479,346026,590,0.65,1029.08,2974
92452058B74873434476019,ve_aragua_tovar,Tovar,Municipio Tovar,VE-D,Aragua,aragua__tovar,16385,225,72.82,14516,16404,17375,20551,17831,177.23,0.691,69.84,3917
92452058B76146617843422,ve_merida_tovar,Tovar,Municipio Tovar,VE-L,Mérida,merida__tovar,45438,184,246.94,39514,46051,49459,54364,5822,211.34,0.677,20.83,3578
92452058B98233245594574,ve_aragua_urdaneta,Urdaneta,Municipio Urdaneta,VE-D,Aragua,aragua__urdaneta,34074,2024,16.83,21469,23956,25182,28895,19594,163.94,0.645,56.31,2874
92452058B66787265555701,ve_trujillo_urdaneta,Urdaneta,Municipio Urdaneta,VE-T,Trujillo,trujillo__urdaneta,39738,497,79.95,35464,42658,46690,56415,,,,,
92452058B69956206553200,ve_lara_urdaneta,Urdaneta,Municipio Urdaneta,VE-K,Lara,lara__urdaneta,69956,4256,16.43,,,,,382755,7036.51,0.679,1384.04,3616
92452058B23947748286776,ve_miranda_urdaneta,Urdaneta,Municipio Urdaneta,VE-M,Miranda,miranda__urdaneta,176326,273,645.88,155709,174534,182890,193454,25911,157.02,0.762,163.14,6296
92452058B44429853731382,ve_falcon_zamora,Zamora,Municipio Zamora,VE-I,Falcón,falcon__zamora,38897,619,62.83,34227,40362,43853,52512,,,,,
92452058B49597531088827,ve_miranda_zamora,Zamora,Municipio Zamora,VE-M,Miranda,miranda__zamora,216276,378,572.15,203278,227666,238450,251738,989035,2722.54,0.777,6873.79,6950
92452058B58412499983511,ve_aragua_zamora,Zamora,Municipio Zamora,VE-D,Aragua,aragua__zamora,173014,649,266.58,148300,163139,170037,188577,392106,2456.76,0.666,1296.69,3307
92452058B76868797395121,ve_anzoategui_fernando_de_penalver,Fernando de Peñalver,Municipio Fernando de Peñalver,VE-B,Anzoátegui,anzoategui__fernando de penalver,40729,643,63.34,36792,44720,49592,64658,23132,909.6,0.665,76.4,3303
92452058B40300597364264,ve_carabobo_carlos_arvelo,Carlos Arvelo,Municipio Carlos Arvelo,VE-G,Carabobo,carabobo__carlos arvelo,175908,835,210.66,149264,165266,172349,189775,233021,361.13,0.725,1147.86,4926
92452058B48736670242482,ve_merida_tulio_febres_cordero,Tulio Febres Cordero,Municipio Tulio Febres Cordero,VE-L,Mérida,merida__tulio febres cordero,42276,560,75.49,34649,40082,42856,46269,6358,218.29,0.675,22.36,3517
92452058B74295605734614,ve_nueva_esparta_tubores,Tubores,Municipio Tubores,VE-O,Nueva Esparta,nueva esparta__tubores,46597,180,258.87,,,,,,,,,
92452058B26241339003056,ve_zulia_almirante_padilla,Almirante Padilla,Municipio Almirante Padilla,VE-V,Zulia,zulia__almirante padilla,16004,151,105.98,12108,14325,15564,19616,335241,3508.83,0.763,2117.72,6317
92452058B15023517845906,ve_zulia_miranda,Miranda,Municipio Miranda,VE-V,Zulia,zulia__miranda,122233,2255,54.2,98185,113602,121795,145499,21553,1453.28,0.755,129.08,5989
92452058B245358204852,ve_zulia_sucre,Sucre,Municipio Sucre,VE-V,Zulia,zulia__sucre,74618,874,85.37,61201,68475,71948,79292,32117,1181.76,0.754,191.26,5955
92452058B30911467500490,ve_carabobo_san_joaquin,San Joaquín,Municipio San Joaquín,VE-G,Carabobo,carabobo__san joaquin,75707,127,596.11,62887,69894,73059,81198,80335,113.85,0.753,475.26,5916
92452058B25675040918260_muni,ve_guayana_esequiba_guayana_esequiba,Guayana Esequiba,Estado Guayana Esequiba,VE-GE,Guayana Esequiba,guayana esequiba__guayana esequiba,,,,,,,,240000,40200,0.5884049625,479.71,1998.7760833333334
42786344B94533756407676_muni,ve_la_guaira_vargas,Vargas,Municipio Vargas,VE-X,La Guaira,la guaira__vargas,448894,1171,383.34,350553,382123,402905,540516,440000,1497,0.75,2562.56,5824
42786344B77541452473448_muni,ve_dependencias_federales_dependencias_federales,Dependencias Federales,Dependencias Federales,VE-W,Dependencias Federales,dependencias federales__dependencias federales,,,,,,,,,,,,
