id,external_id,name,nombre_oficial,parent_iso,parent_state,compound_key,poblacion_wiki_2021,area_wiki_km2,densidad_wiki,poblacion_ine_2010,poblacion_ine_2020,poblacion_ine_2026,poblacion_ine_2050,poblacion_est_2026,area_est_km2,idh_est,pib_total_est_mm_usd,pib_pc_est_usd
92452058B38977236110472,ve_miranda_acevedo,Acevedo,Municipio Acevedo,VE-M,Miranda,miranda__acevedo,108299,1879,57.63,89673,99810,104150,108329,246501,320.54,0.765,1583.28,6423
92452058B57596479619194,ve_apure_achaguas,Achaguas,Municipio Achaguas,VE-C,Apure,apure__achaguas,72802,15754,4.62,64856,80534,89748,116441,93015,12887.38,0.569,162.03,1742
92452058B11954780234519,ve_portuguesa_agua_blanca,Agua Blanca,Municipio Agua Blanca,VE-P,Portuguesa,portuguesa__agua blanca,26512,199,133.22,21012,24496,26481,31897,,,,,
92452058B20734367983151,ve_monagas_aguasay,Aguasay,Municipio Aguasay,VE-N,Monagas,monagas__aguasay,16739,2504,6.68,11647,13308,14061,16291,,,,,
92452058B83946856745535,ve_merida_alberto_adriani,Alberto Adriani,Municipio Alberto Adriani,VE-L,Mérida,merida__alberto adriani,164330,683,240.6,136997,165458,181535,217249,46955,546.9,0.679,169.27,3605
92452058B22632362075175,ve_barinas_alberto_arvelo_torrealba,Alberto Arvelo Torrealba,Municipio Alberto Arvelo Torrealba,VE-E,Barinas,barinas__alberto arvelo torrealba,54133,769,70.39,40152,47869,52108,62958,,,,,
92452058B38768688631563,ve_anzoategui_anaco,Anaco,Municipio Anaco,VE-B,Anzoátegui,anzoategui__anaco,162556,795,204.47,130535,150478,161660,185719,74601,2127.72,0.69,289.9,3886
92452058B98875483329913,ve_sucre_andres_mata,Andrés Mata,Municipio Andrés Mata,VE-R,Sucre,sucre__andres mata,24818,454,54.66,20416,23811,25777,32031,,,,,
92452058B1998456811231,ve_nueva_esparta_antolin_del_campo,Antolín del Campo,Municipio Antolín del Campo,VE-O,Nueva Esparta,nueva esparta__antolin del campo,35830,72,497.63,,,,,,,,,
92452058B74293045430698,ve_delta_amacuro_antonio_diaz,Antonio Díaz,Municipio Antonio Díaz,VE-Y,Delta Amacuro,delta amacuro__antonio diaz,42417,22746,7.86,26516,33388,38254,73444,,,,,
92452058B75275574170386,ve_barinas_antonio_jose_de_sucre,Antonio José de Sucre,Municipio Antonio José de Sucre,VE-E,Barinas,barinas__antonio jose de sucre,96337,2975,32.38,77712,90620,97339,111484,,,,,
92452058B76772094645860,ve_merida_antonio_pinto_salinas,Antonio Pinto Salinas,Municipio Antonio Pinto Salinas,VE-L,Mérida,merida__antonio pinto salinas,31073,348,89.29,24277,29115,31810,37451,124860,3949.82,0.67,426.52,3416
92452058B88247068668405,ve_tachira_antonio_romulo_costa,Antonio Rómulo Costa,Municipio Antonio Rómulo Costa,VE-S,Táchira,tachira__antonio romulo costa,13333,146,91.32,10378,11288,11805,14202,,,,,
92452058B2608246233639,ve_cojedes_anzoategui,Anzoátegui,Municipio Anzoátegui,VE-H,Cojedes,cojedes__anzoategui,23019,831,27.7,16762,18775,19820,23452,,,,,
92452058B83392643498369,ve_anzoategui_aragua,Aragua,Municipio Aragua,VE-B,Anzoátegui,anzoategui__aragua,35659,2624,13.58,28859,35409,39490,52667,52339,1690.74,0.7,218.04,4166
92452058B8973005468773,ve_portuguesa_araure,Araure,Municipio Araure,VE-P,Portuguesa,portuguesa__araure,180812,640,282.51,166288,198267,216694,266775,,,,,
92452058B92699654861711,ve_merida_aricagua,Aricagua,Municipio Aricagua,VE-L,Mérida,merida__aricagua,6119,790,7.74,4259,5068,5512,6371,23086,526.36,0.634,62.01,2686
92452058B45353491303676,ve_yaracuy_aristides_bastidas,Arístides Bastidas,Municipio Arístides Bastidas,VE-U,Yaracuy,yaracuy__aristides bastidas,25234,74,341,21114,25548,28136,35267,,,,,
92452058B11237040354260,ve_merida_arzobispo_chacon,Arzobispo Chacón,Municipio Arzobispo Chacón,VE-L,Mérida,merida__arzobispo chacon,15478,1659,9.32,13206,15648,16975,19419,23048,458.33,0.637,63.06,2736
92452058B65922817978550,ve_amazonas_autonomo_alto_orinoco,Autónomo Alto Orinoco,Municipio Autónomo Alto Orinoco,VE-Z,Amazonas,amazonas__autonomo alto orinoco,14492,50850,0.28,12814,16074,18222,28127,31950,26164.83,0.579,59.36,1858
92452058B96252003881726,ve_amazonas_autonomo_atabapo,Autónomo Atabapo,Municipio Autónomo Atabapo,VE-Z,Amazonas,amazonas__autonomo atabapo,10667,25900,0.41,9348,11929,13669,22083,27149,23618.29,0.591,54.65,2013
92452058B12581966052082,ve_amazonas_autonomo_atures,Autónomo Atures,Municipio Autónomo Atures,VE-Z,Amazonas,amazonas__autonomo atures,128153,4500,28.47,111194,147924,171537,260628,87111,8880.85,0.655,269.35,3092
92452058B84571882758287,ve_amazonas_autonomo_autana,Autónomo Autana,Municipio Autónomo Autana,VE-Z,Amazonas,amazonas__autonomo autana,9620,15750,0.61,8821,11347,13066,21538,8280,20673.18,0.619,20.02,2418
92452058B42172892239758,ve_amazonas_autonomo_manapiare,Autónomo Manapiare,Municipio Autónomo Manapiare,VE-Z,Amazonas,amazonas__autonomo manapiare,8841,33100,0.26,7966,10040,11418,17904,2291,14464.32,0.593,4.69,2045
92452058B1963066211404,ve_amazonas_autonomo_maroa,Autónomo Maroa,Municipio Autónomo Maroa,VE-Z,Amazonas,amazonas__autonomo maroa,2326,14250,0.16,2050,2641,3046,5058,5075,14464.73,0.599,10.79,2126
92452058B35318903418648,ve_amazonas_autonomo_rio_negro,Autónomo Río Negro,Municipio Autónomo Río Negro,VE-Z,Amazonas,amazonas__autonomo rio negro,2581,39150,0.06,2326,2938,3350,5315,18144,69350.8,0.615,42.96,2368
92452058B12744919392555,ve_tachira_ayacucho,Ayacucho,Municipio Ayacucho,VE-S,Táchira,tachira__ayacucho,67590,507,133.31,58134,62513,64931,75961,,,,,
92452058B6439374620840,ve_zulia_baralt,Baralt,Municipio Baralt,VE-V,Zulia,zulia__baralt,112432,2211,50.85,90634,105877,114166,139560,306559,2992.93,0.74,1662.47,5423
92452058B44291856842988,ve_barinas_barinas,Barinas,Municipio Barinas,VE-E,Barinas,barinas__barinas,555578,3304,149.99,351036,427863,471914,600501,478935,1760,0.664,1563.72,3265
92452058B98941669377363,ve_miranda_baruta,Baruta,Municipio Baruta,VE-M,Miranda,miranda__baruta,273755,86,3183.19,335557,377558,396537,423229,234465,346.35,0.741,1280.41,5461
92452058B13726471401889,ve_carabobo_bejuma,Bejuma,Municipio Bejuma,VE-G,Carabobo,carabobo__bejuma,56275,469,119.98,47811,53496,56142,63409,263890,324.48,0.74,1437.41,5447
92452058B36691786068251,ve_sucre_benitez,Benítez,Municipio Benítez,VE-R,Sucre,sucre__benitez,38501,2733,14.08,32735,37542,40236,48024,,,,,
92452058B25789635219154,ve_sucre_bermudez,Bermúdez,Municipio Bermúdez,VE-R,Sucre,sucre__bermudez,170052,203,837.69,145850,167187,179131,213539,,,,,
92452058B20804490373380,ve_apure_biruaca,Biruaca,Municipio Biruaca,VE-C,Apure,apure__biruaca,66782,1281,52.13,61522,76553,85420,111391,50523,8857.58,0.546,75.33,1491
92452058B89474674930128,ve_trujillo_bocono,Boconó,Municipio Boconó,VE-T,Trujillo,trujillo__bocono,103717,1365,75.98,91387,109078,118833,140900,,,,,
92452058B25759098564616,ve_miranda_brion,Brión,Municipio Brión,VE-M,Miranda,miranda__brion,72520,531,136.57,62643,69938,73111,76604,161883,310.02,0.759,996.71,6157
92452058B76566791733610,ve_yaracuy_bruzual,Bruzual,Municipio Bruzual,VE-U,Yaracuy,yaracuy__bruzual,83862,417,201.1,73039,86161,93451,110188,,,,,
92452058B24669849330150,ve_falcon_buchivacoa,Buchivacoa,Municipio Buchivacoa,VE-I,Falcón,falcon__buchivacoa,27932,2657,10.51,22991,27170,29554,35567,,,,,
92452058B89590794968656,ve_miranda_buroz,Buroz,Municipio Buroz,VE-M,Miranda,miranda__buroz,34203,198,172.74,27866,30918,32202,33240,94407,349.2,0.742,520.65,5515
92452058B12886197889450,ve_zulia_cabimas,Cabimas,Municipio Cabimas,VE-V,Zulia,zulia__cabimas,326738,655,498.83,272995,312063,332141,385372,223199,2898.23,0.744,1249.24,5597
92452058B31160427054809,ve_falcon_cacique_manaure,Cacique Manaure,Municipio Cacique Manaure,VE-I,Falcón,falcon__cacique manaure,13918,190,73.25,11020,12919,13986,16520,,,,,
92452058B36515365287716,ve_sucre_cajigal,Cajigal,Municipio Cajigal,VE-R,Sucre,sucre__cajigal,27069,365,74.16,21796,25474,27613,34484,,,,,
92452058B96430954073814,ve_guarico_camaguan,Camaguán,Municipio Camaguán,VE-J,Guárico,guarico__camaguan,30122,1164,25.87,25580,31371,34771,42909,,,,,
92452058B18446749128605,ve_aragua_camatagua,Camatagua,Municipio Camatagua,VE-D,Aragua,aragua__camatagua,27991,780,35.88,17232,19456,20597,24310,161801,449.24,0.652,489.77,3027
92452058B73225783388147,ve_merida_campo_elias,Campo Elías,Municipio Campo Elías,VE-L,Mérida,merida__campo elias,119614,609,196.41,108188,132332,146295,180398,21192,366.11,0.7,87.95,4150
92452058B32887557209533,ve_trujillo_candelaria,Candelaria,Municipio Candelaria,VE-T,Trujillo,trujillo__candelaria,33348,411,81.13,29505,35144,38241,45142,,,,,
92452058B9406045296169,ve_merida_caracciolo_parra_olmedo,Caracciolo Parra Olmedo,Municipio Caracciolo Parra Olmedo,VE-L,Mérida,merida__caracciolo parra olmedo,35714,689,51.83,28206,33423,36254,41469,37267,479.76,0.698,153.2,4111
92452058B98251546128304,ve_trujillo_carache,Carache,Municipio Carache,VE-T,Trujillo,trujillo__carache,32160,957,33.6,29598,34814,37597,43065,,,,,
92452058B92131040648268,ve_merida_cardenal_quintero,Cardenal Quintero,Municipio Cardenal Quintero,VE-L,Mérida,merida__cardenal quintero,11617,350,33.19,9696,11480,12447,14213,28289,310.13,0.683,105.29,3722
92452058B54071015831659,ve_tachira_cardenas,Cárdenas,Municipio Cárdenas,VE-S,Táchira,tachira__cardenas,139002,262,530.54,125702,138402,145757,179733,,,,,
92452058B25550874950140,ve_monagas_caripe,Caripe,Municipio Caripe,VE-N,Monagas,monagas__caripe,40965,573,71.49,33499,38586,40970,48400,,,,,
92452058B62251986707273,ve_falcon_carirubana,Carirubana,Municipio Carirubana,VE-I,Falcón,falcon__carirubana,310730,684,454.28,252206,292427,314340,359516,,,,,
92452058B19178625121823,ve_bolivar_caroni,Caroní,Municipio Caroní,VE-F,Bolívar,bolivar__caroni,831264,1612,515.67,803299,950012,1033036,1212615,159663,24583.87,0.71,708.42,4437
92452058B35839392546530,ve_miranda_carrizal,Carrizal,Municipio Carrizal,VE-M,Miranda,miranda__carrizal,60392,32,1887.25,52681,58821,61494,64443,148601,268.14,0.727,740.18,4981
92452058B8554820713404,ve_delta_amacuro_casacoima,Casacoima,Municipio Casacoima,VE-Y,Delta Amacuro,delta amacuro__casacoima,38839,2921,13.29,32669,40692,46309,86391,,,,,
92452058B12262203467904,ve_zulia_catatumbo,Catatumbo,Municipio Catatumbo,VE-V,Zulia,zulia__catatumbo,49117,5225,9.4,40346,47167,50882,62311,201106,3105.14,0.723,974.96,4848
92452058B92934117405956,ve_miranda_chacao,Chacao,Municipio Chacao,VE-M,Miranda,miranda__chacao,68985,13,5306.53,71330,80011,83879,88880,198412,333.07,0.733,1025.39,5168
92452058B96684435366560,ve_guarico_chaguaramas,Chaguaramas,Municipio Chaguaramas,VE-J,Guárico,guarico__chaguaramas,17095,2069,8.15,14324,17728,19758,24921,,,,,
92452058B26692301480200,ve_yaracuy_cocorote,Cocorote,Municipio Cocorote,VE-U,Yaracuy,yaracuy__cocorote,52444,135,388.47,44473,52803,57495,68864,,,,,
92452058B212448851474,ve_falcon_colina,Colina,Municipio Colina,VE-I,Falcón,falcon__colina,48451,582,83.24,42671,49295,52897,60297,,,,,
92452058B89776134514459,ve_zulia_colon,Colón,Municipio Colón,VE-V,Zulia,zulia__colon,157067,3368,46.63,126359,145301,155203,182680,240244,2754.57,0.746,1357.14,5649
92452058B51720127769836,ve_tachira_cordoba,Córdoba,Municipio Córdoba,VE-S,Táchira,tachira__cordoba,38372,619,61.99,32992,35452,36808,43002,,,,,
92452058B43990033715561,ve_lara_crespo,Crespo,Municipio Crespo,VE-K,Lara,lara__crespo,58960,875,67.38,,,,,170325,1916.87,0.724,833.91,4896
92452058B19007337502862,ve_miranda_cristobal_rojas,Cristóbal Rojas,Municipio Cristóbal Rojas,VE-M,Miranda,miranda__cristobal rojas,140596,120,1171.63,131622,147149,153953,161829,140891,297.88,0.761,879.72,6244
92452058B3115924902263,ve_barinas_cruz_paredes,Cruz Paredes,Municipio Cruz Paredes,VE-E,Barinas,barinas__cruz paredes,32648,778,41.96,24929,29642,32216,38680,,,,,
92452058B32391304036894,ve_sucre_cruz_salmeron_acosta,Cruz Salmerón Acosta,Municipio Cruz Salmerón Acosta,VE-R,Sucre,sucre__cruz salmeron acosta,44811,612,73.22,36975,42390,45421,54163,,,,,
92452058B15505529275902,ve_falcon_dabajuro,Dabajuro,Municipio Dabajuro,VE-I,Falcón,falcon__dabajuro,28009,1144,24.48,23810,28117,30571,36729,,,,,
92452058B27987332660152,ve_falcon_democracia,Democracia,Municipio Democracia,VE-I,Falcón,falcon__democracia,12415,2602,4.77,10392,11894,12692,14156,,,,,
92452058B72966397381157,ve_nueva_esparta_diaz,Díaz,Municipio Díaz,VE-O,Nueva Esparta,nueva esparta__diaz,88696,166,534.31,,,,,,,,,
92452058B45156381863749,ve_carabobo_diego_ibarra,Diego Ibarra,Municipio Diego Ibarra,VE-G,Carabobo,carabobo__diego ibarra,130961,79,1657.73,101875,116142,123257,145494,225872,302.94,0.714,1033.59,4576
92452058B65625562328801,ve_bolivar_el_callao,El Callao,Municipio El Callao,VE-F,Bolívar,bolivar__el callao,26963,2223,12.12,22957,26863,29026,33219,148564,20152.29,0.644,424.6,2858
92452058B59483171465423,ve_miranda_el_hatillo,EL Hatillo,Municipio EL Hatillo,VE-M,Miranda,miranda__el hatillo,82439,81,1017.76,84362,93970,98100,102221,171740,290.67,0.706,742.26,4322
92452058B23928909517794,ve_guarico_el_socorro,El Socorro,Municipio El Socorro,VE-J,Guárico,guarico__el socorro,21809,2659,8.2,17217,20914,23046,27793,,,,,
92452058B55958295548986,ve_trujillo_escuque,Escuque,Municipio Escuque,VE-T,Trujillo,trujillo__escuque,33031,165,200.18,28967,34560,37644,44616,,,,,
92452058B46678467131598,ve_portuguesa_esteller,Esteller,Municipio Esteller,VE-P,Portuguesa,portuguesa__esteller,54303,754,72.01,44726,52098,56277,67439,,,,,
92452058B41516758992982,ve_falcon_federacion,Federación,Municipio Federación,VE-I,Falcón,falcon__federacion,35135,1084,32.41,29862,35390,38561,46716,,,,,
92452058B4465653427750,ve_tachira_fernandez_feo,Fernández Feo,Municipio Fernández Feo,VE-S,Táchira,tachira__fernandez feo,53939,1084,49.75,44876,48894,51184,61775,,,,,
92452058B62931079063514,ve_anzoategui_francisco_del_carmen_carvajal,Francisco del Carmen Carvajal,Municipio Francisco del Carmen Carvajal,VE-B,Anzoátegui,anzoategui__francisco del carmen carvajal,20804,125,166.43,14526,16388,17381,18975,27508,1469.01,0.665,90.91,3305
92452058B43821030143886,ve_zulia_francisco_javier_pulgar,Francisco Javier Pulgar,Municipio Francisco Javier Pulgar,VE-V,Zulia,zulia__francisco javier pulgar,42259,800,52.82,33236,38051,40537,47216,152301,2854.2,0.717,709.57,4659
92452058B79162136428337,ve_aragua_francisco_linares_alcantara,Francisco Linares Alcántara,Municipio Francisco Linares Alcántara,VE-D,Aragua,aragua__francisco linares alcantara,149360,24,6223.33,127459,141351,148044,167392,85406,343.75,0.683,317.03,3712
92452058B94720386415889,ve_nueva_esparta_garcia,García,Municipio García,VE-O,Nueva Esparta,nueva esparta__garcia,80441,85,946.36,,,,,,,,,
92452058B38365579478512,ve_tachira_garcia_de_hevia,García de Hevia,Municipio García de Hevia,VE-S,Táchira,tachira__garcia de hevia,63736,911,69.96,47694,52407,55141,67890,,,,,
92452058B72866558471416,ve_nueva_esparta_gomez,Gómez,Municipio Gómez,VE-O,Nueva Esparta,nueva esparta__gomez,49814,96,518.89,,,,,,,,,
92452058B73629823948973,ve_bolivar_gran_sabana,Gran Sabana,Municipio Gran Sabana,VE-F,Bolívar,bolivar__gran sabana,34309,32990,1.03,34302,40263,43585,50251,99553,13795.03,0.671,341.47,3430
92452058B76847227335777,ve_carabobo_guacara,Guacara,Municipio Guacara,VE-G,Carabobo,carabobo__guacara,213815,165,1295.84,176658,198883,209477,239905,182402,255.84,0.708,800.74,4390
92452058B8376465303279,ve_miranda_guaicaipuro,Guaicaipuro,Municipio Bolivariano Guaicaipuro,VE-M,Miranda,miranda__guaicaipuro,287664,661,435.19,267654,302006,317722,341404,559500,397.5,0.76,3476.73,6214
92452058B33473960581249,ve_portuguesa_guanare,Guanare,Municipio Guanare,VE-P,Portuguesa,portuguesa__guanare,244050,2008,121.53,202281,235997,254645,298597,,,,,
92452058B74462864631262,ve_portuguesa_guanarito,Guanarito,Municipio Guanarito,VE-P,Portuguesa,portuguesa__guanarito,47667,3103,15.36,37674,44234,48013,58662,,,,,
92452058B94128330205113,ve_anzoategui_guanta,Guanta,Municipio Guanta,VE-B,Anzoátegui,anzoategui__guanta,38200,67,570.14,31893,38605,42706,55145,29877,1317.47,0.672,103.23,3455
92452058B8560426021820,ve_merida_guaraque,Guaraque,Municipio Guaraque,VE-L,Mérida,merida__guaraque,11533,533,21.63,9087,10872,11863,13891,33091,332.88,0.62,81.01,2448
92452058B12619730938493,ve_tachira_guasimos,Guasimos,Municipio Guasimos,VE-S,Táchira,tachira__guasimos,51029,32,1594.65,43677,48087,50654,62659,,,,,
92452058B41510746407735,ve_bolivar_heres,Heres,Municipio Heres,VE-F,Bolívar,bolivar__heres,,,,373572,440396,477970,556788,108560,17147.7,0.66,344.9,3177
92452058B63992196257399,ve_lara_iribarren,Iribarren,Municipio Iribarren,VE-K,Lara,lara__iribarren,1225175,2760,443.9,,,,,947081,990,0.739,5120.87,5407
92452058B13526806799320,ve_falcon_jacura,Jacura,Municipio Jacura,VE-I,Falcón,falcon__jacura,13046,1842,7.08,11243,13353,14570,17755,,,,,
92452058B82426430242133,ve_tachira_jauregui,Jáuregui,Municipio Jáuregui,VE-S,Táchira,tachira__jauregui,48172,444,108.49,40683,44762,47135,58224,,,,,
92452058B2023603244390,ve_zulia_jesus_enrique_lossada,Jesús Enrique Lossada,Municipio Jesús Enrique Lossada,VE-V,Zulia,zulia__jesus enrique lossada,147280,3533,41.68,119110,135586,143949,165356,98003,2062.73,0.753,579.2,5910
92452058B27709882446555,ve_zulia_jesus_maria_semprum,Jesús María Semprum,Municipio Jesús María Semprum,VE-V,Zulia,zulia__jesus maria semprum,38671,6003,6.44,30569,34518,36469,41091,109995,2084.04,0.759,676.47,6150
92452058B9761229691883,ve_lara_jimenez,Jimenez,Municipio Jimenez,VE-K,Lara,lara__jimenez,113647,768,147.97,,,,,75220,2077.5,0.672,260.11,3458
92452058B12753025075780,ve_aragua_jose_angel_lamas,José Ángel Lamas,Municipio José Ángel Lamas,VE-D,Aragua,aragua__jose angel lamas,39191,20,1959.55,33605,36695,38076,41485,25864,322.88,0.635,69.94,2704
92452058B17559996625330,ve_yaracuy_jose_antonio_paez,José Antonio Páez,Municipio José Antonio Páez,VE-U,Yaracuy,yaracuy__jose antonio paez,23806,135,176.34,19985,24262,26773,33824,,,,,
92452058B50490503212565,ve_trujillo_jose_felipe_marquez_canizales,José Felipe Márquez Cañizales,Municipio José Felipe Márquez Cañizales,VE-T,Trujillo,trujillo__jose felipe marquez canizales,6656,648,10.27,4761,5748,6316,7816,,,,,
92452058B25382681816620,ve_aragua_jose_felix_ribas,José Félix Ribas,Municipio José Félix Ribas,VE-D,Aragua,aragua__jose felix ribas,175108,419,417.91,152639,167789,174806,193523,59216,284.19,0.669,200.09,3379
92452058B71126113854602,ve_guarico_jose_felix_ribas,José Félix Ribas,Municipio José Félix Ribas,VE-J,Guárico,guarico__jose felix ribas,48731,2792,17.45,38259,46682,51582,62875,,,,,
92452058B4239970506529,ve_anzoategui_jose_gregorio_monagas,José Gregorio Monagas,Municipio José Gregorio Monagas,VE-B,Anzoátegui,anzoategui__jose gregorio monagas,21731,9176,2.36,17808,19811,20835,21993,30732,1254.68,0.67,104.34,3395
92452058B29935113777127,ve_tachira_jose_maria_vargas,José María Vargas,Municipio José María Vargas,VE-S,Táchira,tachira__jose maria vargas,13543,85,159.32,10134,10876,11283,13147,,,,,
92452058B98714042459160,ve_aragua_jose_rafael_revenga,José Rafael Revenga,Municipio José Rafael Revenga,VE-D,Aragua,aragua__jose rafael revenga,64200,192,334.37,51012,56604,59304,67150,47816,296.29,0.637,130.68,2733
92452058B4495474982112,ve_guarico_jose_tadeo_monagas,José Tadeo Monagas,Municipio José Tadeo Monagas,VE-J,Guárico,guarico__jose tadeo monagas,92032,3455,26.63,77073,95664,106791,135551,,,,,
92452058B55780217800828,ve_anzoategui_juan_antonio_sotillo,Juan Antonio Sotillo,Municipio Juan Antonio Sotillo,VE-B,Anzoátegui,anzoategui__juan antonio sotillo,296899,244,1216.79,252794,306481,339116,435826,434406,16097.66,0.653,1321.46,3042
92452058B78447057272703,ve_guarico_juan_german_roscio,Juan Germán Roscio,Municipio Juan Germán Roscio,VE-J,Guárico,guarico__juan german roscio,159302,1497,106.41,136597,168459,187326,234101,,,,,
92452058B38139614361819,ve_carabobo_juan_jose_mora,Juan José Mora,Municipio Juan José Mora,VE-G,Carabobo,carabobo__juan jose mora,80496,453,177.69,69332,77940,82023,93667,226602,246.84,0.739,1219.57,5382
92452058B8931930020089,ve_anzoategui_juan_manuel_cajigal,Juan Manuel Cajigal,Municipio Juan Manuel Cajigal,VE-B,Anzoátegui,anzoategui__juan manuel cajigal,18471,1741,10.6,13505,16218,17856,22636,30568,1470.73,0.629,79.42,2598
92452058B66607033591065,ve_trujillo_juan_vicente_campo_elias,Juan Vicente Campo Elías,Municipio Juan Vicente Campo Elías,VE-T,Trujillo,trujillo__juan vicente campo elias,,,,5519,6514,7049,8142,,,,,
92452058B78980927741565,ve_guarico_julian_mellado,Julián Mellado,Municipio Julián Mellado,VE-J,Guárico,guarico__julian mellado,36572,2983,12.26,27996,34124,37682,45818,,,,,
92452058B92522690941110,ve_merida_julio_cesar_salas,Julio César Salas,Municipio Julio César Salas,VE-L,Mérida,merida__julio cesar salas,18389,202,91.03,14662,17455,18986,21960,47407,385.13,0.709,209.59,4421
92452058B9885086190441,ve_tachira_junin,Junín,Municipio Junín,VE-S,Táchira,tachira__junin,96402,208,463.47,87979,93197,95937,108295,,,,,
92452058B97313175950957,ve_merida_justo_briceno,Justo Briceño,Municipio Justo Briceño,VE-L,Mérida,merida__justo briceno,6082,509,11.94,4894,5921,6504,7820,31082,308.44,0.643,88.27,2840
92452058B23774185756617,ve_zulia_la_canada_de_urdaneta,La Cañada de Urdaneta,Municipio La Cañada de Urdaneta,VE-V,Zulia,zulia__la canada de urdaneta,106819,2073,51.52,81924,95311,102520,124095,146650,1551.73,0.708,641.89,4377
92452058B17411594659204,ve_trujillo_la_ceiba,La Ceiba,Municipio La Ceiba,VE-T,Trujillo,trujillo__la ceiba,24032,386,62.25,20896,24574,26536,30384,,,,,
92452058B64371118688426,ve_yaracuy_la_trinidad,La Trinidad,Municipio La Trinidad,VE-U,Yaracuy,yaracuy__la trinidad,20392,62,328.9,17944,21588,23695,29297,,,,,
92452058B81914214166984,ve_zulia_lagunillas,Lagunillas,Municipio Lagunillas,VE-V,Zulia,zulia__lagunillas,271289,1024,264.93,203563,227902,239551,264326,176058,2057.53,0.747,1002.65,5695
92452058B34599827545063,ve_miranda_lander,Lander,Municipio Lander,VE-M,Miranda,miranda__lander,215445,478,450.72,157816,178093,187376,201420,57287,240.14,0.745,320.69,5598
92452058B67436429291477,ve_guarico_las_mercedes,Las Mercedes,Municipio Las Mercedes,VE-J,Guárico,guarico__las mercedes,,,,35019,42017,45963,53819,,,,,
92452058B88324768545293,ve_guarico_leonardo_infante,Leonardo Infante,Municipio Leonardo Infante,VE-J,Guárico,guarico__leonardo infante,154684,10613,14.57,129740,159483,177004,219535,,,,,
92452058B80910187087135,ve_cojedes_lima_blanco,Lima Blanco,Municipio Lima Blanco,VE-H,Cojedes,cojedes__lima blanco,14377,127,113.2,9287,10551,11235,13757,,,,,
92452058B92766796026281,ve_tachira_lobatera,Lobatera,Municipio Lobatera,VE-S,Táchira,tachira__lobatera,16654,216,77.1,13203,14041,14488,16516,,,,,
92452058B64111630674136,ve_carabobo_los_guayos,Los Guayos,Municipio Los Guayos,VE-G,Carabobo,carabobo__los guayos,192582,64,3009.09,151332,168525,176355,196867,177887,198.27,0.75,1032.99,5807
92452058B35086054619694,ve_miranda_los_salias,Los Salias,Municipio Los Salias,VE-M,Miranda,miranda__los salias,75166,51,1473.84,70630,79056,82770,87255,93171,163.36,0.728,467.9,5022
92452058B87386897899112,ve_falcon_los_taques,Los Taques,Municipio Los Taques,VE-I,Falcón,falcon__los taques,54132,231,234.33,41881,48229,51655,58440,,,,,
